timestamp_ns,type,seq,exposure_us,iso,path
2455120977000,rgb,10287,3001,1600,rgb/rgb_2455120977000_10287.png
2455154299000,rgb,10288,3001,1600,rgb/rgb_2455154299000_10288.png
2455187621000,rgb,10289,3001,1600,rgb/rgb_2455187621000_10289.png
2455220943000,rgb,10290,3001,1600,rgb/rgb_2455220943000_10290.png
2455254265000,rgb,10291,3001,1600,rgb/rgb_2455254265000_10291.png
2455287587000,rgb,10292,3001,1600,rgb/rgb_2455287587000_10292.png
2455320909000,rgb,10293,3001,1600,rgb/rgb_2455320909000_10293.png
2455354230000,rgb,10294,3001,1600,rgb/rgb_2455354230000_10294.png
2455387552000,rgb,10295,3001,1600,rgb/rgb_2455387552000_10295.png
2455420874000,rgb,10296,3001,1600,rgb/rgb_2455420874000_10296.png
2455454196000,rgb,10297,3001,1600,rgb/rgb_2455454196000_10297.png
2455487518000,rgb,10298,3001,1600,rgb/rgb_2455487518000_10298.png
2455520840000,rgb,10299,3001,1600,rgb/rgb_2455520840000_10299.png
2455554162000,rgb,10300,3001,1600,rgb/rgb_2455554162000_10300.png
2455587484000,rgb,10301,3001,1600,rgb/rgb_2455587484000_10301.png
2455620806000,rgb,10302,3001,1600,rgb/rgb_2455620806000_10302.png
2455654128000,rgb,10303,3001,1600,rgb/rgb_2455654128000_10303.png
